"TABLE_NAME","TABLESPACE_NAME","CLUSTER_NAME","IOT_NAME","STATUS","PCT_FREE","PCT_USED","INI_TRANS","MAX_TRANS","INITIAL_EXTENT","NEXT_EXTENT","MIN_EXTENTS","MAX_EXTENTS","PCT_INCREASE","FREELISTS","FREELIST_GROUPS","LOGGING","BACKED_UP","NUM_ROWS","BLOCKS","EMPTY_BLOCKS","AVG_SPACE","CHAIN_CNT","AVG_ROW_LEN","AVG_SPACE_FREELIST_BLOCKS","NUM_FREELIST_BLOCKS","DEGREE","INSTANCES","CACHE","TABLE_LOCK","SAMPLE_SIZE","LAST_ANALYZED","PARTITIONED","IOT_TYPE","TEMPORARY","SECONDARY","NESTED","BUFFER_POOL","FLASH_CACHE","CELL_FLASH_CACHE","ROW_MOVEMENT","GLOBAL_STATS","USER_STATS","DURATION","SKIP_CORRUPT","MONITORING","CLUSTER_OWNER","DEPENDENCIES","COMPRESSION","COMPRESS_FOR","DROPPED","READ_ONLY","SEGMENT_CREATED","RESULT_CACHE","CLUSTERING","ACTIVITY_TRACKING","DML_TIMESTAMP","HAS_IDENTITY","CONTAINER_DATA","INMEMORY","INMEMORY_PRIORITY","INMEMORY_DISTRIBUTE","INMEMORY_COMPRESSION","INMEMORY_DUPLICATE","DEFAULT_COLLATION","DUPLICATED","SHARDED","EXTERNAL","CELLMEMORY","CONTAINERS_DEFAULT","CONTAINER_MAP","EXTENDED_DATA_LINK","EXTENDED_DATA_LINK_MAP","INMEMORY_SERVICE","INMEMORY_SERVICE_NAME","CONTAINER_MAP_OBJECT","OWNER","CONSTRAINT_NAME","CONSTRAINT_TYPE","TABLE_NAME_1","SEARCH_CONDITION","SEARCH_CONDITION_VC","R_OWNER","R_CONSTRAINT_NAME","DELETE_RULE","STATUS_1","DEFERRABLE","DEFERRED","VALIDATED","GENERATED","BAD","RELY","LAST_CHANGE","INDEX_OWNER","INDEX_NAME","INVALID","VIEW_RELATED","ORIGIN_CON_ID"
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012234","C","SUCURSAL","""ESTADO"" IS NOT NULL","""ESTADO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_SUCURSAL","P","SUCURSAL","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_SUCURSAL","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012236","C","TELEFONO_SUCURSAL","""NUM_TEL"" IS NOT NULL","""NUM_TEL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012237","C","TELEFONO_SUCURSAL","""ID_SUCURSAL"" IS NOT NULL","""ID_SUCURSAL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TELEFONO_SUCURSAL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_SUCURSAL","R","TELEFONO_SUCURSAL","","","USERPT9","PK_SUCURSAL","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012239","C","TENER_DEPARTAMENTO","""ID_SUC"" IS NOT NULL","""ID_SUC"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012240","C","TENER_DEPARTAMENTO","""ID_TIPO"" IS NOT NULL","""ID_TIPO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","CK_TENER_DEPARTAMENTO","U","TENER_DEPARTAMENTO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","CK_TENER_DEPARTAMENTO","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_SUC","R","TENER_DEPARTAMENTO","","","USERPT9","PK_SUCURSAL","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"TENER_DEPARTAMENTO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_TIPO_DEP","R","TENER_DEPARTAMENTO","","","USERPT9","PK_TIPO_DEP","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012244","C","PERSONA","""NOMBRE"" IS NOT NULL","""NOMBRE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012245","C","PERSONA","""APELLIDO_P"" IS NOT NULL","""APELLIDO_P"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_PERSONA","P","PERSONA","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_PERSONA","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012247","C","TELEFONO_PERSONA","""NUM_TEL"" IS NOT NULL","""NUM_TEL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012248","C","TELEFONO_PERSONA","""CURP"" IS NOT NULL","""CURP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TELEFONO_PERSONA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_PERSONA","R","TELEFONO_PERSONA","","","USERPT9","PK_PERSONA","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012250","C","CLIENTE","""ID_CLIENTE"" IS NOT NULL","""ID_CLIENTE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012251","C","CLIENTE","""CALLE"" IS NOT NULL","""CALLE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012252","C","CLIENTE","""CP"" IS NOT NULL","""CP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012253","C","CLIENTE","""CURP"" IS NOT NULL","""CURP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_CLIENTE","P","CLIENTE","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_CLIENTE","","",1
"CLIENTE","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_PERSONA_CL","R","CLIENTE","","","USERPT9","PK_PERSONA","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"TARJETA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012256","C","TARJETA","""NUM_TARJETA"" IS NOT NULL","""NUM_TARJETA"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TARJETA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012257","C","TARJETA","""ID_CLIENTE"" IS NOT NULL","""ID_CLIENTE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"TARJETA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_TARJETA","P","TARJETA","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_TARJETA","","",1
"TARJETA","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","YES","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_CLIENTE","R","TARJETA","","","USERPT9","PK_CLIENTE","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"EMAIL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012260","C","EMAIL","""ID_CLIENTE"" IS NOT NULL","""ID_CLIENTE"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"EMAIL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012261","C","EMAIL","""EMAIL"" IS NOT NULL","""EMAIL"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"EMAIL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_CLIENTE_MAIL","R","EMAIL","","","USERPT9","PK_CLIENTE","NO ACTION","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"EMAIL","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","CH_EMAIL","C","EMAIL","email LIKE '.%[@].%[.].%'","email LIKE '.%[@].%[.].%'","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"HORARIO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012264","C","HORARIO","""ID_TIPO_DEP"" IS NOT NULL","""ID_TIPO_DEP"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"HORARIO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_HORARIO","P","HORARIO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_HORARIO","","",1
"HORARIO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_ID_TIPO_DEP_HOR","R","HORARIO","","","USERPT9","PK_TIPO_DEP","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"SUELDO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","SYS_C0012267","C","SUELDO","""SUELDO"" IS NOT NULL","""SUELDO"" IS NOT NULL","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","GENERATED NAME","","",21/05/19,"","","","",1
"SUELDO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_TIPO_DEP_SUELDO","R","SUELDO","","","USERPT9","PK_TIPO_DEP","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"SUELDO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","FK_TIPO_PUESTO","R","SUELDO","","","USERPT9","PK_HORARIO","CASCADE","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"","","","",1
"SUELDO","EQUIPOP8","","","VALID",10,,1,255,,,,,,,,"YES","N",0,0,0,0,0,0,0,0,"         1","         1","    N","ENABLED",0,20/05/19,"NO","","N","N","NO","DEFAULT","DEFAULT","DEFAULT","DISABLED","YES","NO","","DISABLED","YES","","DISABLED","DISABLED","","NO","NO","NO","DEFAULT","NO","","","NO","NO","DISABLED","","","","","USING_NLS_COMP","N","N","NO","","NO","NO","NO","NO","","","NO","USERPT9","PK_SUELDO","P","SUELDO","","","","","","ENABLED","NOT DEFERRABLE","IMMEDIATE","VALIDATED","USER NAME","","",21/05/19,"USERPT9","PK_SUELDO","","",1
